"","tit","voto_IMDB","num_IMDB"
"646","Il matrimonio di Tuya ","7.2","2081"
"647","L'eletto ","4.8","2116"
"648","L'Uomo di vetro ","6.8","112"
"649","The Messengers ","6.6","8218"
"650","TMNT- Teenage Mutant Ninja Turtles ","5.8","189457"
"651","Il destino di un guerriero - Alatriste ","6.1","11365"
"652","Stepping - Dalla strada al palcoscenico ","5.3","20804"
"653","Crank ","7","217663"
"654","Terapia Roosevelt. La giusta terapia per la tua timidezza ",NA,NA
"655","Die Hard - Vivere o morire ","7.1","365330"
"656","Disturbia ","6.9","204080"
"657","Paprika - Sognando un sogno ","7.7","58449"
"658","Io e Beethoven ","6.8","12125"
"659","Appuntamento al buio ","5.9","18818"
"660","Il sole nero ","5.3","129"
"661","Finché nozze non ci separino ","5.5","254"
"662","Follia ","6.1","4553"
"663","Ti va di pagare? ","7","28669"
"664","Come l'ombra ","6.1","109"
"665","Le regole del gioco - Lucky you ","5.9","19366"
"666","Bee Movie ","6.1","123732"
"667","Giovani aquile ","6.5","38845"
"668","Tre donne morali ","6.4","13"
"669","Il flauto magico ","7.9","3672"
"670","Surf's Up ","6.7","60915"
"671","XXY ","7.1","11957"
"672","Come le formiche ","4.8","29"
"673","Vivere un sogno ","6.4","2131"
"674","I Testimoni ","6.7","2492"
"675","Desiderio ","7.2","1818"
"676","Paura primordiale ","4.8","12036"
"677","Agente matrimoniale ","5.3","43"
"678","Lupin III: Il castello di Cagliostro ","7.7","20710"
"679","Fearless ","7.7","68194"
"680","Porky College 2 - sempre più duro ","5","3444"
"681","Vacancy ","6.2","88078"
"682","Catacombs ","4.6","7821"
"683","Reign over me ","7.5","89133"
"684","Il Bacio che aspettavo ","6.5","29819"
"685","L'assassinio di Jesse James per mano del codardo Robert Ford ","7.5","153981"
"686","Invasion ","7.2","246724"
"687","The Reef - Amici x le pinne ",NA,NA
"688","Nazareno ",NA,NA
"689","Smokin' Aces ","6.7","129999"
"690","Il Grande Match ","6.4","52876"
"691","28 Settimane dopo ","7","237269"
"692","Grindhouse - Planet Terror ","7.1","185036"
"693","Stardust ","7.7","235093"
"694","Il mio ragazzo è un bastardo ","5.8","74335"
"695","Resident Evil: Extinction ","6.3","169846"
"696","La Duchessa di Langeais ","6.7","1180"
"697","Sguardo nel vuoto ","7","54312"
"698","Solometro ","4.5","17"
"699","Io vi dichiaro marito e...marito ","6","131307"
"700","Fast Food Nation ","6.3","22360"
"701","Feed ","6.2","1893"
"702","Finalmente a casa ","4.1","17674"
"703","Reeker - Tra la vita e la morte ",NA,NA
"704","L'uomo medio + medio ",NA,NA
"705","Reno 911!: Miami ",NA,NA
"706","The Fast and the Furious: Tokyo Drift ","6","212427"
"707","Kyashan - La rinascita ","6.2","12726"
"708","Il ritorno di una scatenata dozzina ",NA,NA
"709","Il colore del crimine ","5.1","14464"
"710","Vita Smeralda ","2.4","314"
"711","Il più bel gioco della mia vita ","7.5","25247"
"712","The Protector ","8.9","830"
"713","Alla deriva ","5.1","15799"
"714","Premonition ","5.9","68054"
"715","5 bambini & It ","5.6","4599"
"716","Decoys ","4.6","4336"
"717","Raccontami una storia ","5.9","14"
"718","Shadowboxer ","5.6","6306"
"719","The Eye 3 - Infinity ","7","434"
"720","Il collezionista di occhi ","5.1","24097"
"721","Innamorarsi a Manhattan ","7.6","20879"
"722","Stick It - Sfida e conquista ","6.4","24891"
"723","Soffio ","7","4203"
"724","Blades of Glory ","6.3","144196"
"725","Maial Zombie - (anche i morti lo fanno!) ","5.7","2518"
"726","Flicka ",NA,NA
"727","Captivity ","4.7","21739"
"728","Il mistero delle pagine perdute - National Treasure ","6.5","201769"
"729","4 mesi, 3 settimane e 2 giorni ","7.9","51006"
"730","Material Girls ","3.9","20610"
"731","Manuale d'infedeltà per uomini sposati ",NA,NA
"732","The Invisible ","6.3","33155"
"733","Espiazione ","7.8","222417"
"734","La Terza Madre ","5.1","8273"
"735","Idiocracy ","6.6","128381"
"736","Al passo con gli Steins ","5.4","2897"
"737","Licenza di matrimonio ","5.3","35642"
"738","Elizabeth: the Golden Age ","6.9","60763"
"739","Il cane pompiere ","5.5","5226"
"740","Il caso Thomas Crawford ","7.2","164699"
"741","La ragazza del lago ","6.6","3046"
"742","Sicko ","8","70867"
"743","Cloverfield ","7","344095"
"744","Havoc - Fuori controllo ",NA,NA
"745","Molto incinta ","7","325955"
"746","Sapori e dissapori ","6.3","65549"
"747","Shine a Light ","7.2","10384"
"748","Waitress ","7","41157"
"749","Severance ","6.5","34392"
"750","Next ","6.2","137547"
"751","A Mighty Heart - un cuore grande ","6.7","25589"
"752","Sweet sweet marja ","4.9","40"
"753","The man - la talpa ","5.6","23501"
"754","Scrivilo sui muri ","4.1","157"
"755","Specchio magico ","6.8","313"
"756","Hairspray ","6.7","110300"
"757","La bussola d'oro ","6.1","164525"
"758","Mr. Brooks ","7.3","134659"
"759","Michael Clayton ","7.3","146845"
"760","Suxbad - 3 menti sopra il pelo ",NA,NA
"761","Io non sono qui ","7","53258"
"762","Funeral Party ","7.4","99696"
"763","Rec ","7.5","149864"
"764","Transylvania ","6.8","2252"
"765","Shoot 'Em Up ","6.7","138414"
"766","Pride and Glory - il prezzo dell'onore ","6.7","56570"
"767","Le ragioni dell'aragosta ","6","138"
"768","Symbiosis - Uniti per la morte ","6.4","4257"
"769","Paranoid Park ","6.7","27151"
"770","La leggenda di Beowulf ","6.2","153051"
"771","I Fratelli Solomon ","5.3","10101"
"772","Joshua ","5.9","11163"
"773","Watchmen ","7.6","442286"
"774","Io sono leggenda ","7.2","617324"
"775","Halloween - the beginning ","6.1","100515"
"776","Quel treno per Yuma ","7.7","264545"
"777","Operazione Valchiria ","7.1","209125"
"778","Across the Universe ","7.4","100058"
"779","Indiana Jones e il Regno del Teschio di Cristallo ","6.2","381081"
"780","L'incredibile Hulk ","6.8","382789"
"781","Avatar ","7.8","1012639"
"782","Il cavaliere oscuro ","9","1993548"
"783","Matrimonio alle Bahamas ","3.2","419"
"784","L'ultima legione ","5.4","32186"
"785","The Kingdom ","7","111151"
"786","L'ora di punta ","5.5","190"
"787","Iron Man ","7.9","821470"
"788","Black Christmas - Un Natale rosso sangue ","4.6","22458"
"789","Piano, Solo ","6.7","355"
"790","American Gangster ","7.8","358891"
"791","Il campeggio dei papà ",NA,NA
"792","Sleuth ","8","41144"
"793","1408 ","6.8","237390"
"794","Underdog ","4.8","17787"
"795","Hitman ","6.3","152009"
"796","Il dolce e l'amaro ","6.5","379"
"797","Il risveglio delle Tenebre ","4.8","14088"
"798","30 giorni di buio ","6.6","153383"
"799","Prova a volare ","4.6","87"
"800","Star Trek ","8.3","63972"
"801","Leoni per agnelli ","6.2","44817"
"802","Angel  ","8","57934"
"803","Le grand rôle ","5.6","148"
"804","Sweeney Todd ","7.4","316148"
"805","Quantum of Solace ","6.6","369906"
"806","La promessa dell'assassino ","7.7","210357"
"807","Il buio nell'anima ","6.8","54571"
"808","Flower and Snake ","6","264"
"809","Piccolo grande eroe ","5.8","7137"
"810","10.000 a.C. ","5.1","118338"
"811","Fred Claus ","5.6","36164"
"812","Seta ","5.9","10349"
"813","SMS - Sotto mentite spoglie ","5.1","249"
"814","Il rabdomante ","7.1","78"
"815","Irina Palm ","7.2","6842"
"816","Bianco e Nero ","5.7","517"
"817","Colpo d'occhio ","5.1","378"
"818","Parlami d'amore ","4.8","601"
"819","Cemento armato ","6.1","556"
"820","Lascia perdere, Johnny! ","6.4","244"
"821","Cous Cous ","7.4","6211"
"822","Gli Amori di Astrea e Celadon ","6.5","1294"
"823","In questo mondo libero... ","7","5219"
"824","Sogni e delitti ","6.7","47552"
"825","Il diario di una tata ","6.2","52855"
"826","Il treno per il Darjeeling ","7.2","161115"
"827","Cargo 200 ","7.1","6242"
"828","Lussuria - seduzione tradimento ","7.6","34003"
"829","Kantoku banzai! (Glory to the Filmmaker!) ","6.5","1754"
"830","Far North ","4.9","550"
"831","Persepolis ","8.1","80230"
"832","Redacted ","6.1","9556"
"833","Nessuna qualità agli eroi ",NA,NA
"834","Nella Valle di Elah ","7.2","65004"
"835","Sukiyaki Western Django ","6.3","13839"
"836","Un'altra giovinezza ","6.3","12269"
"837","The Hunting Party ","6.9","23508"
"838","Come d'incanto ","7.1","161762"
"839","Solo un bacio per favore ","6.8","2210"
"840","The Sun Also Rises ","6.3","1833"
"841","Non è un paese per vecchi ","8.1","742109"
"842","L'eta' barbarica ",NA,NA
"843","I Vicerè ",NA,NA
"844","En la ciudad de Sylvia ","7","2195"
"845","Cristóvão Colombo - O Enigma ","5.9","368"
"846","Nightwatching ","6.6","2610"
"847","12 ","5.7","11428"
"848","L'innocenza del peccato ","6.4","3285"
"849","Heya Fawda (Le Chaos) ","7.1","1295"
"850","Jimmy Carter Man from Plains ","7","795"
"851","Mad Detective ","7.2","6222"
"852","Blood Brothers ","7.2","6503"
"853","Una moglie bellissima ","5.2","1084"
"854","L'Abbuffata ","5.3","85"
"855","2 giorni a Parigi ","6.8","28776"
"856","Rush Hour 3:  Missione Parigi ","6.2","137822"
"857","D-War ","7.8","9480"
"858","Mr. Woodcock ","5.2","33465"
"859","La giusta distanza ","7","762"
"860","Scusa ma ti chiamo amore ","6.2","4380"
"861","Diary of the Dead ","5.7","43705"
"862","Aliens vs. Predator 2 ","4.7","106609"
"863","Sfida senza regole - Righteous Kill ","6","79628"
"864","Gone Baby Gone ","7.7","227584"
"865","Sex and the City ","7.1","93207"
"866","John Rambo ","7","197809"
"867","Lontano da lei - Away from Her ","7.6","20308"
"868","Into the Wild - Nelle terre selvagge ","8.1","511582"
"869","Lo Spaccacuori ","5.8","78940"
"870","Saw IV ","5.9","128185"
"871","Funny Games ","6.5","81339"
"872","Giorni e Nuvole ","6.9","1412"
"873","You, The Living ","7.5","12480"
"874","Balls of Fury ","5.3","38403"
"875","Alla scoperta di Charlie ","6.7","21110"
"876","Come tu mi vuoi ","6.5","535"
"877","Il Petroliere ","8.1","450054"
"878","Il matrimonio di mia sorella ","6.1","18140"
"879","Il Falsario - operazione Bernhard ","7.6","40449"
"880","Caramel ","7.1","11211"
"881","Lo scafandro e la farfalla ","8","97237"
"882","Le Cronache di Narnia: Il principe Caspian ","7","1954"
"883","Hellboy - The Golden Army ","7","233631"
"884","Winx Club - Il segreto del regno perduto ","5.1","613"
"885","Bratz ","3","16341"
"886","I padroni della notte ","6.9","78750"
"887","Ai confini del paradiso ","7.8","28477"
"888","Factory Girl ","6.4","19843"
"889","Interview ","7","2060"
"890","X-Men le origini: Wolverine ","6.6","423768"
"891","Southland Tales ","5.5","34649"
"892","Le avventure acquatiche di Steve Zissou ","7.3","161953"
"893","Control ","7.7","56795"
"894","Charlie viene prima di tuo marito ","5.6","80277"
"895","Sydney White ","6.3","42389"
"896","Feast of Love ","6.7","15241"
"897","The Spirit ","4.8","56998"
"898","Noi due sconosciuti ","7.2","26338"
"899","Mamma Mia! ","6.4","184280"
"900","Natale in crociera ","3.8","856"
"901","Harry Potter e il principe Mezzosangue ","7.6","400173"
"902","In amore niente regole ","6","29570"
"903","2061 ","3.7","383"
"904","Becoming Jane ","7.1","53108"
"905","Juno ","7.5","457722"
"906","Rendition - Detenzione illegale ","6.8","51515"
"907","Tideland ","6.5","29531"
"908","Il Passato ","7.8","39975"
"909","Cambio di gioco ","6.2","51980"
"910","I guardiani del giorno ","6.5","31855"
"911","Alvin Superstar ","5.2","67091"
"912","Lars e una ragazza tutta sua ","7.3","128801"
"913","Agente Smart - Casino totale ","6.5","186358"
"914","Noise ","5.3","49816"
"915","The Dukes ",NA,NA
"916","Reservation Road ","6.7","20615"
"917","Onora il padre e la madre ","7.3","89010"
"918","Be Kind Rewind ","6.4","85065"
"919","The Mist ","7.2","254662"
"920","Sin City ","8","707537"
"921","L'Arte della guerra ","5.7","27118"
"922","Anaconda ","4.7","85099"
"923","Jumper ","6.1","267226"
"924","Anaconda: Alla ricerca dell'orchidea maledetta ","4.6","25403"
"925","Jeepers Creepers - il canto del diavolo ","6.2","100865"
"926","Silent Hill ","6.6","198983"
"927","Training Day ","7.7","348146"
"928","Black Hawk Down ","7.7","331263"
"929","Le pere di Adamo ","5.9","10"
"930","I 3 volti del terrore ","7.2","8749"
"931","Ho sparato a Andy Warhol ","6.6","5943"
"932","Feel the Noise ","2.8","3512"
"933","Million Dollar Baby ","8.1","571630"
"934","Batman Begins ","8.3","1157579"
"935","The Final Cut ","6.2","29164"
"936","Troy ","7.2","439787"
"937","Che pasticcio, Bridget Jones! ","6","92630"
"938","Se mi lasci ti cancello ","8.3","799042"
"939","Il mistero dei templari ","6.9","280420"
"940","The Aviator ","7.5","300633"
"941","Una settimana da Dio ","6.7","337915"
"942","Tutto su mia Madre ","7.9","79007"
"943","Charlie's Angels ","6.5","8463"
"944","Charlie's Angels - Più che mai ","4.9","110688"
"945","DellaMorte DellAmore ","7.2","18158"
"946","Terminator 3 - Le macchine ribelli ","6.3","342213"
"947","Titanic ","7.8","923049"
"948","Se Scappi, Ti Sposo ","5.5","84707"
"949","L'Ultimo Samurai ","7.7","361469"
"950","Baciati dalla sfortuna ","5.4","49810"
"951","Alì ","6.8","86475"
"952","JFK - Un caso ancora aperto ",NA,NA
"953","Resident Evil ","6.7","226845"
"954","Resident Evil: Apocalypse ","6.2","171921"
"955","28 giorni dopo ","7.6","338538"
"956","Rush Hour - Due Mine Vaganti ","7","214325"
"957","Il Signore degli Anelli: La Compagnia dell'Anello ","8.8","1458634"
"958","I demoni di San Pietroburgo ","6.2","284"
"959","Il Signore degli anelli - Le due torri ","8.7","1303670"
"960","Il Signore degli Anelli - Il ritorno del re ","8.9","1442080"
"961","Donnie Darko  ","8.1","681781"
"962","Monster ","7.3","121660"
"963","American Trip - il primo viaggio non si scorda mai ","7.1","169585"
"964","Alien Vs. Predator ","5.6","168969"
"965","Hellboy ",NA,NA
"966","Traffic ","7.6","183712"
"967","School of Rock ","7.1","237724"
"968","Meduse ","7.1","2391"
"969","Confessioni di una mente pericolosa ","7.1","77841"
"970","Il Gladiatore ","8.5","1171292"
"971","The Bourne Identity ","7.9","465299"
"972","The Bourne Supremacy ","7.8","399121"
"973","Why Did I Get Married? ","5.8","11457"
"974","Harry Potter e la Pietra Filosofale ","7.6","548386"
"975","Harry Potter e la Camera dei Segreti ","7.4","473481"
"976","Burn After Reading ","7","280575"
"977","Harry Potter e il prigioniero di Azkaban ","7.9","469407"
"978","I Cento passi ","7.7","4523"
"979","Mr. Magorium e la bottega delle meraviglie ","6.2","39499"
"980","Uibu' - Fantasmino fifone ","4.7","2348"
"981","L'uomo privato ","5.7","29"
"982","Il nascondiglio ","6.2","533"
"983","Mad Max - Oltre la sfera del tuono ","6.3","115492"
"984","Shrek ","7.9","542335"
"985","Shrek 2 ","7.2","367329"
"986","Spider-Man ","8.7","6980"
"987","Spider-Man 2 ","7.3","484267"
"988","Jeepers Creepers  2 - Il canto del diavolo 2 ","5.6","53104"
"989","Lilo & Stitch ",NA,NA
"990","Pirati dei Caraibi: La Maledizione della prima luna ","8","942440"
"991","Tutti Pazzi Per Mary ","7.1","270011"
"992","Animal ","4.8","52534"
"993","Hot chick - Una bionda esplosiva ","5.5","83096"
"994","8 donne e un mistero ","7.1","26527"
"995","Le avventure del barone di Munchausen ","7.2","46372"
"996","Le Deuxième souffle ","8","4464"
"997","Dune ","6.6","108622"
"998","Hafez ","7.4","62"
"999","Niente è come sembra ","5.5","59"
"1000","Brazil ","8","171567"
"1001","Ocean's Eleven - Fate il Vostro gioco ","7.8","463392"
"1002","Ocean's Twelve ","6.5","324189"
"1003","Final Destination ","6.7","205712"
"1004","Casa Howard ","7.5","25020"
"1005","Quel che resta del giorno ","7.9","55154"
"1006","Ti presento i miei ","7","287997"
"1007","Mi presenti i Tuoi? ","6.3","233752"
"1008","Final Destination 2 ","6.2","136739"
"1009","Io non ho paura ","7.5","13435"
"1010","La Meglio gioventù ","8.5","18643"
"1011","Alla ricerca di Nemo ","8.1","839626"
"1012","Have Dreams, Will Travel ","7.5","1461"
"1013","La 25a Ora ","7.7","160878"
"1014","Shark Tale ","6","150571"
"1015","Gli Incredibili - Una normale famiglia di super eroi ",NA,NA
"1016","La musica nel cuore ","7.5","97571"
"1017","L'amore nascosto ","5.5","223"
"1018","Caótica Ana ","6.4","4122"
"1019","Ce que mes yeux ont vu ","6.5","618"
"1020","Fugitive Pieces ","7.1","2138"
"1021","I dominatori dell'Universo ","5.4","32614"
"1022","Bambola assassina ",NA,NA
"1023","The Italian Job ","7","316125"
"1024","Milano Palermo - Il Ritorno ","5","204"
"1025","Il Diario di Bridget Jones ","6.7","200469"
"1026","Le chiavi di casa ","7.2","2166"
"1027","La Finestra di fronte ","7.4","9983"
"1028","Le Fate ignoranti ","7.4","7822"
"1029","L'Esorcista - Versione Integrale ","8","323078"
"1030","L'Esorcista II: L'Eretico ","3.7","19093"
"1031","L'Esorcista III ","6.3","21228"
"1032","Dr. Plonk ","6.7","420"
"1033","L'Esorcista: la genesi ","5.1","31158"
"1034","The Grudge ","5.9","128891"
"1035","American Beauty ","8.4","964913"
"1036","Chocolat ","7.3","165593"
"1037","Matrix ","8.7","1453637"
"1038","Matrix Reloaded ","7.2","467885"
"1039","Matrix Revolutions ","6.7","406055"
"1040","Tutto può succedere ","7.5","78"
"1041","Hitch - Lui si che capisce le donne ","6.6","272220"
"1042","Barcelona, una mapa ","6.3","164"
"1043","La vita è bella ","8.6","530472"
"1044","Casomai ","6.6","1106"
"1045","Suspiria ","7.3","10102"
"1046","Inferno ","6.2","132088"
"1047","Scary Movie ","7.2","255340"
"1048","Scary Movie 2 ","5.3","135363"
"1049","Underworld ","7","235043"
"1050","Heat - La Sfida ",NA,NA
"1051","Assassini nati ","7.3","195698"
"1052","Mi chiamo Sam ","7.6","133781"
"1053","The Ring ","7.1","291533"
"1054","The Ring 2 ","5.4","83485"
"1055","La guerra dei mondi ","6.5","378390"
"1056","Interceptor ","7","172755"
"1057","Interceptor, il guerriero della strada ","7.6","151637"
"1058","Minority Report ","7.7","458293"
"1059","50 volte il primo bacio ","6.8","297504"
