"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"The Blacklist ";"4.13";"2013";" Drammatico";" USA";" 45 Min";" Sony Pictures Television, Universal Television";" In Lavorazione";" James Spader, Megan Boone, Diego Klattenhoff, Harry J. Lennix, Amir Arison, Mozhan Marnò, Hisham Tawfiq, Ryan Eggold, Parminder Nagra";"                                            Per decenni, Raymond 'Red' Reddington è stato uno dei latitanti più ricercati. Ora, per qualche misteriosa ragione, ha deciso di consegnarsi all'FBI con un'offerta allettante: aiutarla a catturare la lunga lista di malfattori - politici, mafiosi, spie e terroristi internazionali - con cui ha avuto a che fare nel corso degli anni, a patto di farlo solo con Elizabeth Keen, una profiler appena uscita da Quantico. Quali sono le vere intenzioni di Red? Perché ha scelto Elizabeth, con la quale non ha nessun legame apparente? Anche lei ha qualcosa da nascondere?"
"The Goldbergs ";"4.05";"2013";" Commedia";" USA";" 21 Min";" Sony Pictures Television";" In Lavorazione";" Wendi McLendon-Covey, Jeff Garlin, Sean Giambrone, Troy Gentile, Hayley Orrantia, George Segal, Sam Lerner, AJ Michalka";"                                            Anni '80. I Goldberg sono una famiglia amorevole come tante, ma con un tono di voce più acuto. Beverly è la tipica matriarca soffocante, prepotente e iperprotettiva la quale governa la sua covata - l'irascibile Erica, l'intelligente Barry e il sognatore Adam - con molta autorevolezza e poco senso del limite. Il burbero Murray sta cercando di essere un genitore che non urla per ogni cosa. A loro si aggiunge il nonno dal temperamento selvaggio Pops, un Don Giovanni sempre attento a dispensare consigli sull'amore ad Adam."
"Agents of S.H.I.E.L.D. ";"4.14";"2013";" Fantascienza";" USA";" 43 Min";" ABC Studios, Marvel Television";" In Lavorazione";" Clark Gregg, Ming-Na Wen, Chloe Bennet, Iain De Caestecker, Elizabeth Henstridge, Henry Simmons, Natalia Cordova-Buckley, Nick Blood, John Hannah";"                                            L'agente Phil Coulson ritorna in attività per costituire una piccola squadra di agenti altamente qualificati provenienti da ogni parte del pianeta. L'organizzazione, nota come S.H.I.E.L.D., indaga su tutto ciò di strano e ignoto avviene nel mondo, proteggendo l'ordinario dallo straordinario. La squadra è composta da Grant Ward, addestrato in combattimento e spionaggio; Melinda May, un'abile pilota esperta di arti marziali; Leo Fitz, un brillante ingegnere; e Jemma Simmons, un genio della biochimica. A loro si aggiunge la nuova recluta e hacker Skye."
"The Crazy Ones ";"2.83";"2013";" Commedia";" USA";" 22 Min";" 20th Century Fox Television";" Cancellata";" Robin Williams, Sarah Michelle Gellar, James Wolk, Amanda Setton, Hamish Linklater";"                                            L’imprevedibile Simon Roberts è il capo di un’agenzia pubblicitaria potente, con i più grandi clienti e brand del mondo. Ma, cosa ben più importante per lui, sua figlia Sydney lavora al suo fianco. Come sua partner, Sydney è l’esatto opposto di Simon – concentrata, organizzata e ansiosa di farsi un nome, ma anche troppo occupata a prendersi cura di suo padre, di cui si sarebbe già stancata se non fosse così brillante. Con loro lavorano l’affascinante Zach, il laborioso e nevrotico art director Andrew e l’assistente bella e apparentemente intelligente Lauren."
"Mom ";"3.99";"2013";" Commedia";" USA";" 22 Min";" Warner Bros. Television";" In Lavorazione";" Anna Faris, Allison Janney, Mimi Kennedy, Jaime Pressly, Beth Hall, William Fichtner, Matt Jones, Sadie Calvano, Blake Garrett Rosenthal";"                                            Da poco nuovamente sobria, Christy, mamma single e cameriera di provincia, fatica a prendersi cura di se stessa e dei suoi due figli in un mondo pieno di tentazioni e insidie. A metterla in difficoltà è soprattutto sua madre, Bonnie, la quale riappare piena di osservazioni passivo-aggressive. Lei è solo l’ultima aggiunta alla cerchia di rapporti complicati di Christy, determinata a porre rimedio ai numerosi sbagli commessi nonostante la strada in salita e un sistema di supporto dalla dubbia utilità – e particolarmente disfunzionale."
"The Michael J. Fox Show ";"3";"2013";" Commedia";" USA";" 21 Min";" Sony Pictures Television";" Cancellata";" Michael J. Fox, Betsy Brandt, Conor Romero, Juliette Goglia, Jack Gore, Katie Finneran, Wendell Pierce, Ana Nogueira";"                                            Uno dei giornalisti televisivi più amati di New York, Mike Henry, ha messo la carriera in pausa per trascorrere più tempo con la famiglia e concentrarsi sulla sua salute dopo che gli è stato diagnosticato il Parkinson. Ma, cinque anni dopo, con i bambini impegnati a crescere e Mike irrequieto come non mai, potrebbe essere arrivato per lui il momento di tornare. Entusiasta, il suo capo coglie l’occasione al volo, spalleggiato dalla famiglia di Mike. Lui si convince, ma questa volta destreggiarsi tra casa e carriera non sarà come una volta."
"Super Fun Night ";"3";"2013";" Commedia";" USA";" 22 Min";" Warner Bros. Television";" Cancellata";" Rebel Wilson, Liza Lapira, Lauren Ash, Kevin Bishop, Kate Jenkinson";"                                            L’avvocatessa in erba Kimmie Boubier e le sue due migliori amiche Helen-Alice e Marika hanno trascorso insieme tutti i venerdì sera degli ultimi tredici anni. Tuttavia, la recente promozione di Kimmie rischia di mettere il bastone tra le ruote della loro tradizione quando lei conosce il suo nuovo, affascinante e audace collega di origine britannica Richard Royce, il quale la invita a una festa. Determinata a trascorrere del tempo con lui, Kimmie spinge se stessa e le amiche verso un nuovo livello di divertimento... o follia?"
"The Millers ";"1.5";"2013";" Commedia";" USA";" 22 Min";" CBS Television Studios";" Cancellata";" Will Arnett, Margo Martindale, Beau Bridges, J.B. Smoove, Jayma Mays, Nelson Franklin, Lulu Wilson, Sean Hayes, Eve Moon";"                                            Da poco divorziato, Nathan non vede l’ora di ricominciare a vivere, finché i suoi genitori, e i loro problemi, non fanno deragliare i suoi piani. Quando Nathan annuncia la novità, suo padre Tom decide di seguire il suo esempio lasciando la moglie Carol dopo 43 anni di matrimonio. Nathan e la sorella Debbie sono ancora più sconvolti quando la madre ficcanaso e il padre con la testa tra le nuvole bussano alla loro porta. Costretti ad affrontare questa convivenza con i genitori impossibili, i due si domandano quanto resisteranno prima di impazzire."
"Back in the Game ";"3.38";"2013";" Commedia";" USA";" 22 Min";" 20th Century Fox Television";" Cancellata";" Maggie Lawson, James Caan, Benjamin Koldyke, Griffin Gluck, Lenora Crichlow, J.J. Totah, Kennedy Waite, Cooper Roth, Brandon Salgado";"                                            Terry è stata una star del softball finché la vita non le ha tirato un paio di tiri a effetto, tra cui una gravidanza e un marito perdente. Dopo aver fatto un passo indietro, Terry si è trasferita con il figlio Danny dal padre separato, un tipo supponente, bevitore di birra ed ex giocatore professionista. Più Terry cerca di tenere il figlio lontano dallo stile di vita tutto sport e trasferte, più lui desidera giocare nella Lega Minore. Ma quando lui e un gruppo di altri aspiranti giocatori non riescono a fare spogliatoio, la delusione del ragazzo costringe Terry ad affrontare il suo passato."
"C'era una volta nel Paese delle Meraviglie ";"3.13";"2013";" Fantasy";" USA";" 45 Min";" ABC Studios";" Cancellata";" Sophie Lowe, Peter Gadiot, Michael Socha, Emma Rigby, Naveen Andrews, John Lithgow";"                                            La giovane Alice racconta di uno strano mondo nascosto dall’altra parte dell’ingresso alla tana di un coniglio, dove un gatto invisibile, un bruco che boccheggia da un narghilè e delle carte da poker parlanti sono solo alcune delle cose fantastiche che ha visto. Considerata pazza, Alice sembra disposta a lasciarsi tutto alle spalle – in particolare il ricordo doloroso dell’uomo di cui si è innamorata perdutamente. Ma, proprio al momento giusto, il Fante di Cuori e il Bianconiglio la raggiungono per salvarla da un destino sfortunato."
"The Tomorrow People ";"3.35";"2013";" Fantascienza";" USA";" 42 Min";" CBS Television Studios";" Cancellata";" Robbie Amell, Luke Mitchell, Peyton List, Aaron Yoo, Madeleine Mantock, Mark Pellegrino";"                                            Stephen pensava di essere un ragazzo normale, finché non ha scoperto di appartenere ai Tomorrow People, una generazione di esseri nati con abilità speciali. Come se questo non fosse già abbastanza folle, un’organizzazione nota come Ultra sta cercando di neutralizzarli. Dopo aver conosciuto John, Cara e Russell, costretti a nascondersi per sopravvivere, Stephen accetta il suo destino, intraprendendo un viaggio che potrebbe rivelargli qualcosa di prezioso sul suo passato e dare una speranza al futuro dei Tomorrow People."
"Tre mogli per papà ";"2.17";"2013";" Commedia";" USA";" 22 Min";" ABC Studios";" Cancellata";" Malin Akerman, Bradley Whitford, Marcia Gay Harden, Michaela Watkins, Ryan Lee, Bailee Madison, Albert Tsai, Natalie Morales";"                                            Un tempo una ragazza cui interessava solo divertirsi, Kate ha messo la testa a posto e ha sposato Pete, unendosi così alla sua famiglia allargata, che include due ex mogli e tre figli. Diane è la ex-moglie numero uno, un’ex atleta e madre di due adolescenti la quale non perde tempo a manifestare tutta la sua disapprovazione all’ultima arrivata. Jackie, la ex-moglie numero due, è invece un misto di nevrosi e imprevedibilità. Per destreggiarsi al meglio in questo territorio inesplorato, Kate si affida al sostegno della sua migliore amica Meg."
"The Originals ";"4.2";"2013";" Fantasy";" USA";" 42 Min";" Warner Bros. Television, CBS Television Studios, Alloy Entertainment";" Conclusa";" Joseph Morgan, Daniel Gillies, Phoebe Tonkin, Charles Michael Davis, Yusuf Gatewood, Riley Voelkel, Steven Krueger, Danielle Rose Russell, Claire Holt";"                                            Klaus Mikaelson, un ibrido tra vampiro e licantropo, torna a New Orleans, città che la sua famiglia ha contribuito a costruire, dalla quale lui e i suoi fratelli Elijah e Rebekah furono esiliati un secolo prima, per investigare sul pericolo che si sta preparando contro di lui in quel crogiolo soprannaturale che il quartiere francese. Curioso di conoscere le sue motivazioni, Elijah segue il fratello, scoprendo che in città - ora sotto il controllo del diabolico ex pupillo di Klaus, il vampiro Marcel - è arrivata anche la bella e ribelle Hayley, un licantropo ed ex fiamma di Klaus, caduta nelle grinfie di una potente strega di nome Sophie. Quando quest'ultima rivela ai fratelli che Hayley porta in grembo l'erede di Klaus, Elijah vede per la sua famiglia l'opportunità di riscattarsi e ritrovare quell'umanità di cui gli Originali hanno disperatamente bisogno."
"Dracula ";"3.68";"2013";" Fantasy";" USA";" 43 Min";" Universal Television";" Cancellata";" Jonathan Rhys Meyers, Oliver Jackson-Cohen, Jessica De Gouw, Thomas Kretschmann, Katie McGrath, Nonso Anozie, Victoria Smurfit";"                                            E’ la fine del 19° secolo e il misterioso Dracula è arrivato a Londra, fingendosi un industriale americano che vuole portare la scienza moderna nella società vittoriana. Lui è particolarmente interessato alla nuova tecnologia dell’energia elettrica, ma il suo viaggio ha in realtà un altro scopo: spera di vendicarsi di coloro che secoli prima lo hanno maledetto con l’immortalità. Tutto sembra andare secondo i piani, finché non si infatua di una donna la quale sembra la reincarnazione di sua moglie defunta."
"Reign ";"4.15";"2013";" Drammatico";" USA";" 42 Min";" CBS Television Studios";" Conclusa";" Adelaide Kane, Megan Follows, Celina Sinden, Craig Parker, Rose Williams, Rachel Skarsten, Ben Geurens, Spencer MacPherson, Jonathan Goad";"                                            L'adolescente Maria Stuarda si afferma come un monarca testardo - ma anche affascinante, appassionato e posato - in quello che è solo l'inizio della sua tumultuosa ascesa al potere. Giunta in Francia con le quattro amiche più intime e sue dame di corte, Maria deve garantire un'alleanza strategica per la Scozia formalizzando il fidanzamento combinato con l'elegante figlio del Re, Francesco, restio all'idea di sistemarsi. Con pericoli e intrighi dietro ogni angolo del castello, Maria chiama a raccolta le sue dame e si dà coraggio, pronta a governare il nuovo regno e bilanciare le esigenze del suo paese con quelle del suo cuore."
"Sean Saves the World ";"1.5";"2013";" Commedia";" USA";" 22 Min";" Universal Television";" Cancellata";" Sean Hayes, Samantha Isler, Linda Lavin, Thomas Lennon, Echo Kellum, Megan Hilty";"                                            La vita di Sean, papà con un divorzio alle spalle, è un continuo destreggiarsi tra un capo prepotente e dei dipendenti insoliti al lavoro e una madre invadente e i weekend con la figlia adolescente a casa. Quando Ellie, un concentrato di energia, si trasferisce da lui a tempo pieno, ogni cosa cambia. Poco abituato alle mezze soluzioni, Sean cerca di essere il miglior padre di sempre. Tuttavia, il suo nuovo capo ha deciso che lui e la sua squadra devono lavorare di più, mettendo un freno ai suoi piani e gettando nel caos la stabilità che era riuscito a costruire."
